image_id,camera_intrinsics,rotation_matrix,translation_vector
61442570_1877638298,1.05997900e+03 0.00000000e+00 4.67500000e+02 0.00000000e+00 1.05997900e+03 5.40500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.94455424e-01 -5.28030668e-02 9.09408920e-02 6.19688894e-02 9.92943644e-01 -1.01107746e-01 -8.49603816e-02 1.06182653e-01 9.90710340e-01,1.94962001e+00 1.71476621e+00 4.21000914e+00
83494299_9338552580,7.40081482e+02 0.00000000e+00 5.16000000e+02 0.00000000e+00 7.40081482e+02 3.42000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.56699228e-01 -1.60708448e-01 -2.42691951e-01 1.48581233e-01 9.86587154e-01 -6.75973749e-02 2.50300230e-01 2.86108870e-02 9.67745427e-01,7.70393049e-01 1.86169913e+00 4.66223854e+00
17061032_2781005813,1.06992639e+03 0.00000000e+00 5.24500000e+02 0.00000000e+00 1.06992639e+03 3.88500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.28092116e-01 3.30909193e-01 6.00317397e-01 4.38402186e-02 8.96449188e-01 -4.40972661e-01 -6.84075951e-01 -2.94750672e-01 -6.67204718e-01,-2.57615438e-01 4.94665309e-02 4.42818338e+00
17060078_4126681683,7.81782715e+02 0.00000000e+00 5.28500000e+02 0.00000000e+00 7.81782715e+02 3.45500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-9.72826791e-01 1.43840815e-01 1.81432782e-01 -2.01398078e-02 7.28070782e-01 -6.85206046e-01 -2.30656503e-01 -6.70240820e-01 -7.05389836e-01,-3.63424761e+00 2.09386458e-01 8.00619952e-01
72075679_2232424648,1.06552795e+03 0.00000000e+00 5.22500000e+02 0.00000000e+00 1.06552795e+03 3.88000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.94531223e-01 2.24537127e-01 3.86519043e-01 -5.75328783e-03 8.58830359e-01 -5.12227794e-01 -4.46968445e-01 -4.60427510e-01 -7.66958745e-01,-1.74157639e+00 9.81389894e-02 7.84121298e-01
73543943_6819377449,1.04287903e+03 0.00000000e+00 5.32000000e+02 0.00000000e+00 1.04287903e+03 3.91500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.40666491e-01 3.09631822e-01 5.96272827e-01 -2.53732312e-02 8.73955068e-01 -4.85343938e-01 -6.71393587e-01 -3.74607360e-01 -6.39452874e-01,-1.48679659e+00 1.89286214e-01 1.97545418e+00
36292593_3880529545,6.65835449e+02 0.00000000e+00 5.23500000e+02 0.00000000e+00 6.65835449e+02 2.89500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.72866646e-01 3.00163469e-01 5.59087685e-01 -1.86984682e-01 7.34210068e-01 -6.52665538e-01 -6.06394159e-01 -6.08964258e-01 -5.11320502e-01,-1.26564075e+00 -9.42957610e-01 -2.37666285e+00
76033783_4998492930,7.95201416e+02 0.00000000e+00 5.37500000e+02 0.00000000e+00 7.95201416e+02 3.47000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.67035167e-01 -1.83908231e-01 -1.76127081e-01 1.59093893e-01 9.76404187e-01 -1.46027387e-01 1.98826858e-01 1.13192876e-01 9.73475862e-01,2.69530145e+00 5.79494538e-01 1.53620244e+00
62109065_5110187734,1.09967188e+03 0.00000000e+00 5.10500000e+02 0.00000000e+00 1.09967188e+03 3.84500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,4.41085591e-02 3.81139370e-01 9.23464789e-01 -6.17525634e-02 9.23637008e-01 -3.78260888e-01 -9.97116370e-01 -4.03417752e-02 6.42766307e-02,-8.13358304e-01 2.82540740e-01 3.01908842e+00
16829624_11531851815,1.69225671e+03 0.00000000e+00 5.11000000e+02 0.00000000e+00 1.69225671e+03 3.39500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.80681775e-01 3.72063835e-01 7.24138923e-01 -8.54235796e-02 8.56708129e-01 -5.08678675e-01 -8.09636640e-01 -3.57238975e-01 -4.65691772e-01,5.94017083e-01 6.58826929e-01 3.87795711e+00
54441488_4393328208,1.13779529e+03 0.00000000e+00 3.89000000e+02 0.00000000e+00 1.13779529e+03 5.25500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,7.50378755e-01 -6.02879056e-01 -2.71050857e-01 6.07023154e-01 7.90803330e-01 -7.84409487e-02 2.61638326e-01 -1.05673725e-01 9.59363565e-01,-6.77207526e-01 2.31789896e+00 4.13852885e+00
06397880_3164163639,1.09722839e+03 0.00000000e+00 3.88500000e+02 0.00000000e+00 1.09722839e+03 5.24000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,4.08261962e-01 3.29771709e-01 8.51218416e-01 -2.90872033e-01 9.30860080e-01 -2.21117552e-01 -8.65283555e-01 -1.57321746e-01 4.75956130e-01,-3.97687197e+00 3.29636584e-01 1.39047863e+00
33234837_3550291978,1.57830725e+03 0.00000000e+00 5.13000000e+02 0.00000000e+00 1.57830725e+03 3.38000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,1.22734411e-01 3.88249086e-01 9.13344903e-01 -8.13474852e-02 9.21141628e-01 -3.80631958e-01 -9.89100021e-01 -2.75816716e-02 1.44638862e-01,1.09265976e-01 2.02703771e-01 1.83004725e+00
77322980_4097421297,1.05180420e+03 0.00000000e+00 3.87500000e+02 0.00000000e+00 1.05180420e+03 5.22000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.99903443e-01 5.36169406e-03 1.28201799e-02 -2.69740945e-03 9.79907026e-01 -1.99436568e-01 -1.36319023e-02 1.99382729e-01 9.79826872e-01,1.27892569e+00 9.08482549e-01 3.79526558e+00
71316394_5233978047,1.58433386e+03 0.00000000e+00 5.16500000e+02 0.00000000e+00 1.58433386e+03 3.85500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.91035699e-01 3.58596844e-01 7.22554569e-01 -7.79769051e-02 8.66158067e-01 -4.93649476e-01 -8.02867613e-01 -3.48107032e-01 -4.83968067e-01,1.04898596e+00 2.52848830e-01 1.94912767e+00
48329521_332727450,1.85385059e+03 0.00000000e+00 5.13000000e+02 0.00000000e+00 1.85385059e+03 3.84000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.04862191e-01 2.74165007e-01 5.26336777e-01 1.09723092e-03 8.87578439e-01 -4.60655306e-01 -5.93460740e-01 -3.70186526e-01 -7.14679149e-01,-1.29261146e+00 2.47964138e-01 5.22958479e+00
13850724_5979035567,2.40080298e+03 0.00000000e+00 5.13000000e+02 0.00000000e+00 2.40080298e+03 3.25000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.13408251e-01 2.72129512e-01 5.14113359e-01 -1.45011122e-02 8.74061154e-01 -4.85599441e-01 -5.81512455e-01 -4.02445807e-01 -7.07022374e-01,-1.55824607e+00 5.47429770e-01 6.04355471e+00
47313503_3591060105,1.08838892e+03 0.00000000e+00 3.90500000e+02 0.00000000e+00 1.08838892e+03 5.29500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,6.34009998e-01 2.55656961e-01 7.29843025e-01 -1.76458367e-02 9.48309846e-01 -3.16854952e-01 -7.73123500e-01 1.88010516e-01 6.05749205e-01,-2.90821191e+00 2.58202972e-02 1.61148915e+00
34976866_13881593124,7.35165771e+02 0.00000000e+00 5.23500000e+02 0.00000000e+00 7.35165771e+02 3.88500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-9.68348266e-01 1.52491896e-01 1.97605307e-01 7.78219149e-02 9.36666975e-01 -3.41465557e-01 -2.37161095e-01 -3.15279557e-01 -9.18887053e-01,9.24917581e-01 -5.29625521e-01 5.61735531e+00
63732276_3020022441,7.99425415e+02 0.00000000e+00 3.46000000e+02 0.00000000e+00 7.99425415e+02 5.34000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.94122586e-01 -9.23920802e-02 -5.64268336e-02 8.17369149e-02 9.82323637e-01 -1.68402344e-01 7.09884552e-02 1.62800418e-01 9.84101958e-01,1.40669721e+00 1.33406601e+00 4.70596691e+00
97044761_5284916914,1.12366602e+03 0.00000000e+00 3.44500000e+02 0.00000000e+00 1.12366602e+03 5.23500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.93095327e-01 -4.36902133e-02 -1.08870736e-01 4.38998845e-02 9.99035824e-01 -4.71368013e-04 1.08786359e-01 -4.31129935e-03 9.94055804e-01,1.85637761e+00 1.56845162e+00 3.87528448e+00
25695243_4427119684,1.16071643e+03 0.00000000e+00 5.20000000e+02 0.00000000e+00 1.16071643e+03 3.87000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-9.68242049e-02 4.07252860e-01 9.08168586e-01 -6.27237415e-03 9.12187969e-01 -4.09724012e-01 -9.95281734e-01 -4.53675749e-02 -8.57674325e-02,-1.95033057e+00 2.43365930e-01 5.69336508e+00
10952261_7425552866,7.95869812e+02 0.00000000e+00 5.13500000e+02 0.00000000e+00 7.95869812e+02 3.41500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.08895264e-01 -2.30171897e-01 -3.47750338e-01 1.30969429e-01 9.49241685e-01 -2.85984670e-01 3.95924750e-01 2.14385449e-01 8.92906754e-01,1.47281611e+00 8.35350350e-01 4.97576084e+00
56571846_8147517032,8.66071472e+02 0.00000000e+00 5.19500000e+02 0.00000000e+00 8.66071472e+02 3.86500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.62039629e-01 4.03753232e-01 7.21868952e-01 -1.99009871e-01 7.81107250e-01 -5.91833199e-01 -8.02811638e-01 -4.76292759e-01 -3.58662350e-01,5.32113910e-01 -7.44416450e-01 -2.15230987e+00
21473586_5735108576,1.06590771e+03 0.00000000e+00 5.06500000e+02 0.00000000e+00 1.06590771e+03 3.80000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.16087453e-01 1.31791633e-01 3.78701391e-01 -5.95664531e-02 9.78692489e-01 -1.96501525e-01 -3.96529464e-01 1.57454683e-01 9.04418270e-01,3.59132812e+00 7.45359163e-01 3.00393854e+00
89270148_8703811409,7.96527405e+02 0.00000000e+00 5.32000000e+02 0.00000000e+00 7.96527405e+02 3.48000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.79077008e-01 3.44534674e-01 6.48190000e-01 -1.16538861e-01 8.21213158e-01 -5.58594346e-01 -7.24757278e-01 -4.54867901e-01 -5.17515295e-01,-2.17504025e-01 -4.86757192e-01 -2.07312618e+00
83393115_2713666377,1.79671118e+03 0.00000000e+00 5.28500000e+02 0.00000000e+00 1.79671118e+03 3.45500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.16568871e-01 3.67027227e-01 6.96515500e-01 -2.39980213e-02 8.75515225e-01 -4.82594225e-01 -7.86935145e-01 -3.14267570e-01 -5.31007507e-01,1.97660978e-01 8.77336532e-02 4.24190970e+00
17665284_5616961414,7.70609863e+02 0.00000000e+00 5.17500000e+02 0.00000000e+00 7.70609863e+02 2.89000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.02420113e-01 3.29546389e-01 6.30876504e-01 -6.14004334e-02 8.54998605e-01 -5.14982885e-01 -7.09109281e-01 -4.00470427e-01 -5.80333926e-01,-5.69650405e-01 -1.52902863e-01 -9.86411906e-01
18834309_5057033556,8.63928406e+02 0.00000000e+00 5.31000000e+02 0.00000000e+00 8.63928406e+02 3.54500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,8.07432864e-01 1.73730932e-01 5.63799373e-01 1.20787568e-01 8.86732563e-01 -4.46223850e-01 -5.77462149e-01 4.28395756e-01 6.94992476e-01,-2.56066377e+00 -1.33532080e-01 6.65066793e-02
19785873_3796268760,1.11618921e+03 0.00000000e+00 5.22500000e+02 0.00000000e+00 1.11618921e+03 3.88000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.26082473e-01 3.77602444e-01 7.62006317e-01 -1.47075353e-01 8.42122942e-01 -5.18842742e-01 -8.37619288e-01 -3.85026420e-01 -3.87490107e-01,2.98236509e-01 7.59762992e-01 3.37061811e+00
07646626_4626501192,1.09746179e+03 0.00000000e+00 5.25500000e+02 0.00000000e+00 1.09746179e+03 3.89000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.40734798e-01 3.70878659e-01 7.55019800e-01 -1.75526802e-01 8.28053450e-01 -5.32463920e-01 -8.22676255e-01 -4.20447981e-01 -3.82658170e-01,7.79596483e-01 -3.15653677e-01 -1.08969704e+00
45351744_6834302276,5.34668762e+02 0.00000000e+00 5.15000000e+02 0.00000000e+00 5.34668762e+02 3.42000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-3.14268818e-01 4.09331522e-01 8.56552868e-01 1.40532058e-01 9.12385611e-01 -3.84451865e-01 -9.38874779e-01 -4.48095408e-04 -3.44258549e-01,-5.15630565e-01 -1.96188182e-01 1.52781006e+00
10875319_6129697684,7.97158813e+02 0.00000000e+00 5.33000000e+02 0.00000000e+00 7.97158813e+02 3.45500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,7.90314064e-01 2.10956383e-01 5.75240023e-01 -1.60042032e-01 9.77340134e-01 -1.38538119e-01 -5.91430662e-01 1.74260420e-02 8.06167542e-01,-1.57257575e+00 -1.20546954e-02 3.54976637e-02
74949128_744301420,1.06365662e+03 0.00000000e+00 5.27500000e+02 0.00000000e+00 1.06365662e+03 3.90000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-2.89957588e-01 4.37196341e-01 8.51342444e-01 -1.69950985e-01 8.51897981e-01 -4.95365010e-01 -9.41828678e-01 -2.88321331e-01 -1.72712335e-01,-1.30119935e+00 -6.87304775e-02 -6.05786635e-02
51704288_4179008552,7.71560608e+02 0.00000000e+00 3.87000000e+02 0.00000000e+00 7.71560608e+02 5.20000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.19192198e-01 3.52532777e-01 7.01656371e-01 -1.54545367e-01 8.21368875e-01 -5.49061837e-01 -7.69880998e-01 -4.48412547e-01 -4.54102892e-01,-5.90747991e-01 3.94602014e-01 1.42596594e+00
93452424_2796919411,1.09169495e+03 0.00000000e+00 3.91500000e+02 0.00000000e+00 1.09169495e+03 5.32000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.93051825e-01 -1.14087537e-01 -2.88462661e-02 1.10564964e-01 9.88492701e-01 -1.03235500e-01 4.02922075e-02 9.93288157e-02 9.94238565e-01,2.33944140e+00 1.56663475e+00 4.27524038e+00
97169342_4819482004,1.04157690e+03 0.00000000e+00 5.10000000e+02 0.00000000e+00 1.04157690e+03 3.41500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-4.51508902e-01 4.14580129e-01 7.90103176e-01 9.42880463e-03 8.87668657e-01 -4.60386199e-01 -8.92216795e-01 -2.00418739e-01 -4.04699296e-01,2.55232678e-01 1.52860980e-01 3.24990453e+00
96969581_4970715984,9.74408752e+02 0.00000000e+00 5.02000000e+02 0.00000000e+00 9.74408752e+02 5.02000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.76198904e-01 -1.03720313e-01 -1.90467308e-01 8.26281167e-02 9.89859835e-01 -1.15542638e-01 2.00520057e-01 9.70546418e-02 9.74870301e-01,1.27218332e+00 1.37055131e+00 5.39584079e+00
15921155_4239614627,1.23315894e+03 0.00000000e+00 5.21500000e+02 0.00000000e+00 1.23315894e+03 3.87500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.90969993e-01 3.47136888e-01 7.28182977e-01 -3.25741085e-01 7.23123208e-01 -6.09085849e-01 -7.38002176e-01 -5.97150574e-01 -3.14267370e-01,4.24227130e-01 -8.29587606e-01 -1.66891706e+00
10479978_4543725197,9.68405457e+02 0.00000000e+00 5.01500000e+02 0.00000000e+00 9.68405457e+02 3.33500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-9.96819127e-01 6.89454952e-02 -3.99768356e-02 7.90591933e-02 7.92101231e-01 -6.05248118e-01 -1.00634306e-02 -6.06483437e-01 -7.95032432e-01,-5.04618384e-01 1.87563103e-01 8.82569718e-01
11707692_3018713678,1.17751306e+03 0.00000000e+00 5.23500000e+02 0.00000000e+00 1.17751306e+03 3.88000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.59268906e-01 2.64678291e-01 4.37724056e-01 9.21418031e-03 8.63595158e-01 -5.04101678e-01 -5.11441146e-01 -4.29125629e-01 -7.44499260e-01,2.64217991e-01 5.15122903e-01 5.07605747e+00
15769608_732809269,1.59404553e+03 0.00000000e+00 5.15500000e+02 0.00000000e+00 1.59404553e+03 3.85000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.08137866e-01 3.30680147e-01 6.23852069e-01 -6.40423906e-02 8.49827340e-01 -5.23155870e-01 -7.03163804e-01 -4.10419459e-01 -5.80617372e-01,-5.48968964e-01 3.55235791e-01 2.88939455e+00
58370062_228935435,1.05720154e+03 0.00000000e+00 5.23500000e+02 0.00000000e+00 1.05720154e+03 3.88000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.52598327e-01 4.00461011e-01 7.30935064e-01 -2.24498978e-01 7.73066900e-01 -5.93268723e-01 -8.02642696e-01 -4.91933479e-01 -3.37292387e-01,8.15285964e-01 5.26511906e-01 1.54587012e+00
88392746_217109207,6.57078552e+02 0.00000000e+00 3.06000000e+02 0.00000000e+00 6.57078552e+02 2.27000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.85388419e-01 2.31511500e-01 4.03100202e-01 4.83533166e-02 9.08321499e-01 -4.15468425e-01 -4.62330298e-01 -3.48359700e-01 -8.15411685e-01,-6.02393041e-01 -1.06807365e-01 4.25407214e+00
87247686_240007777,1.08240576e+03 0.00000000e+00 5.28000000e+02 0.00000000e+00 1.08240576e+03 3.90000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-2.49476437e-01 4.24743145e-01 8.70261321e-01 -6.23050103e-02 8.89774484e-01 -4.52127695e-01 -9.66374458e-01 -1.67016847e-01 -1.95514142e-01,-1.19839996e+00 2.30928088e-01 1.94042630e+00
68173000_3055082929,9.96402405e+02 0.00000000e+00 3.59500000e+02 0.00000000e+00 9.96402405e+02 5.26000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98974702e-01 -3.72075450e-02 -2.57903913e-02 3.94055581e-02 9.95095084e-01 9.07357496e-02 2.22878371e-02 -9.16590032e-02 9.95540998e-01,1.76688623e+00 8.00542275e-01 1.51529029e+00
65596895_2998348333,8.31268616e+02 0.00000000e+00 3.93000000e+02 0.00000000e+00 8.31268616e+02 5.36000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98935789e-01 -3.76121620e-02 -2.66948546e-02 3.52728286e-02 9.95902916e-01 -8.32658926e-02 2.97172938e-02 8.22356770e-02 9.96169753e-01,1.91953479e+00 1.43403713e+00 4.10276592e+00
37434597_3796271634,1.11408252e+03 0.00000000e+00 5.23000000e+02 0.00000000e+00 1.11408252e+03 3.88000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.95709988e-01 3.82372653e-01 7.06343234e-01 -5.65948872e-02 8.57243432e-01 -5.11791673e-01 -8.01203238e-01 -3.44854827e-01 -4.89028138e-01,1.01316936e+00 6.78628001e-01 4.93698074e+00
00460368_4162644685,8.11404663e+02 0.00000000e+00 5.33500000e+02 0.00000000e+00 8.11404663e+02 3.48500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-3.76258103e-01 3.93162251e-01 8.38959644e-01 -2.55948626e-02 9.00744188e-01 -4.33595214e-01 -9.26161294e-01 -1.84616770e-01 -3.28849366e-01,3.76873632e-01 1.97929197e-01 2.88977173e+00
30932426_9182415658,8.11454773e+02 0.00000000e+00 5.33000000e+02 0.00000000e+00 8.11454773e+02 3.46500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.15672276e-01 3.11304138e-01 6.25222302e-01 -6.94993727e-02 8.58990165e-01 -5.07253126e-01 -6.94969805e-01 -4.06479557e-01 -5.93120004e-01,-8.25886424e-01 -4.33714988e-02 -1.40666002e-01
66906958_589662361,1.06333289e+03 0.00000000e+00 5.26500000e+02 0.00000000e+00 1.06333289e+03 3.89500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-3.26122046e-01 4.07877741e-01 8.52807223e-01 -5.00541377e-03 9.01371001e-01 -4.33018780e-01 -9.45314422e-01 -1.45485624e-01 -2.91915358e-01,-1.36274785e+00 2.26728080e-01 4.18740306e+00
75795010_1073028,5.52816650e+02 0.00000000e+00 2.56500000e+02 0.00000000e+00 5.52816650e+02 1.90000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.40407302e-01 -1.88600840e-01 -2.82955525e-01 4.04143658e-02 8.88190088e-01 -4.57695365e-01 3.37640023e-01 4.18984596e-01 8.42882627e-01,1.37273594e+00 -8.52234922e-02 5.33798039e+00
76893682_2999450842,1.01943896e+03 0.00000000e+00 5.18000000e+02 0.00000000e+00 1.01943896e+03 3.86000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.47805655e-01 3.80648554e-01 7.44993719e-01 -4.46252686e-02 8.75932921e-01 -4.80364553e-01 -8.35414597e-01 -2.96391963e-01 -4.62854464e-01,7.85799465e-01 2.47094676e-01 2.37863703e+00
46564187_2334079229,1.12126318e+03 0.00000000e+00 5.19500000e+02 0.00000000e+00 1.12126318e+03 3.86500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,7.94993936e-01 -3.28479005e-01 -5.09986455e-01 1.35383869e-01 9.15575353e-01 -3.78672657e-01 5.91317047e-01 2.31998527e-01 7.72347612e-01,-1.42058594e-01 5.67956572e-01 5.43086989e+00
94589793_5911133174,1.33931860e+03 0.00000000e+00 4.85500000e+02 0.00000000e+00 1.33931860e+03 3.21500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.26197590e-01 2.82673915e-01 4.87332536e-01 1.56687036e-02 8.76209566e-01 -4.81675500e-01 -5.63162529e-01 -3.90323268e-01 -7.28351366e-01,-2.24013426e+00 3.58783068e-01 5.19522697e+00
80419518_5109586935,1.10612488e+03 0.00000000e+00 5.13000000e+02 0.00000000e+00 1.10612488e+03 3.86000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.98365470e-01 2.59175359e-01 5.43544580e-01 -1.98415587e-02 8.90825994e-01 -4.53911181e-01 -6.01846234e-01 -3.73171785e-01 -7.06062270e-01,-1.36064796e+00 3.33152116e-01 5.43261019e+00
09348148_4159950979,8.58618469e+02 0.00000000e+00 5.31000000e+02 0.00000000e+00 8.58618469e+02 3.45000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-9.82371195e-01 1.43952385e-01 1.19266698e-01 4.48601059e-02 8.00879562e-01 -5.97142779e-01 -1.81478388e-01 -5.81265549e-01 -7.93218732e-01,8.11152521e-01 1.21902013e+00 6.18159642e+00
04599061_5309823088,1.04568591e+03 0.00000000e+00 5.28500000e+02 0.00000000e+00 1.04568591e+03 3.90000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.94169138e-01 -1.61543134e-02 1.06615024e-01 1.99372079e-02 9.99205405e-01 -3.45118292e-02 -1.05972794e-01 3.64362014e-02 9.93701248e-01,1.60852076e+00 5.88831536e-01 1.42755023e+00
18665207_52418179,8.23172058e+02 0.00000000e+00 4.09000000e+02 0.00000000e+00 8.23172058e+02 3.03000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.07968327e-01 1.08080201e-01 4.04860701e-01 2.59676729e-02 9.49795779e-01 -3.11791050e-01 -4.18233424e-01 2.93609688e-01 8.59577893e-01,4.58468273e+00 5.84017480e-01 2.81527595e+00
95912681_1074872458,8.36743835e+02 0.00000000e+00 5.99500000e+02 0.00000000e+00 8.36743835e+02 2.78000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.58435997e-01 2.56968833e-01 4.43908389e-01 -3.30171768e-02 8.35973438e-01 -5.47775754e-01 -5.11856919e-01 -4.84887027e-01 -7.09145307e-01,-1.96161867e+00 -4.57020857e-02 -3.90490527e-02
54789298_4426358141,1.16376013e+03 0.00000000e+00 5.20500000e+02 0.00000000e+00 1.16376013e+03 3.87000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-1.79850515e-01 4.31239805e-01 8.84130094e-01 1.02122976e-01 9.02114473e-01 -4.19237850e-01 -9.78378603e-01 1.48898531e-02 -2.06285245e-01,-1.40500101e+00 -3.57482994e-01 5.66371995e+00
77502589_7155532159,1.34823462e+03 0.00000000e+00 5.05000000e+02 0.00000000e+00 1.34823462e+03 5.05000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-2.77341625e-01 1.63223427e-01 9.46805015e-01 -1.90743093e-01 9.56493129e-01 -2.20766770e-01 -9.41646800e-01 -2.41824331e-01 -2.34141617e-01,1.32250086e+00 6.10717168e-02 -1.57452886e+00
89912815_3055922954,1.73464868e+03 0.00000000e+00 5.10500000e+02 0.00000000e+00 1.73464868e+03 2.71500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97220916e-01 -5.63966839e-02 -4.86811874e-02 4.70464443e-02 9.83358621e-01 -1.75477787e-01 5.77674306e-02 1.72699843e-01 9.83279049e-01,2.30019823e+00 2.32267555e-01 1.10192103e+00
61931752_11269229804,4.27472870e+02 0.00000000e+00 1.87000000e+02 0.00000000e+00 4.27472870e+02 2.50500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.95650808e-01 -8.64879028e-02 -3.46310595e-02 8.25572393e-02 9.91330358e-01 -1.02217535e-01 4.31714008e-02 9.89139270e-02 9.94159074e-01,1.97959748e+00 1.55738959e+00 4.56761099e+00
53940762_6347625290,7.77029419e+02 0.00000000e+00 5.50500000e+02 0.00000000e+00 7.77029419e+02 4.88000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.64583499e-01 -1.62861573e-01 -2.07496461e-01 1.44642142e-01 9.84393058e-01 -1.00244497e-01 2.20584052e-01 6.66814548e-02 9.73085947e-01,2.08719787e+00 1.89000043e+00 4.83674441e+00
49223367_8704945830,1.20090906e+03 0.00000000e+00 5.21500000e+02 0.00000000e+00 1.20090906e+03 3.45000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.88367452e-01 3.36818046e-01 6.42420310e-01 -3.72330761e-02 8.68079833e-01 -4.95026365e-01 -7.24405928e-01 -3.64679322e-01 -5.85017131e-01,-7.08927345e-01 5.24405883e-01 4.37460421e+00
25577678_11531851005,7.95032043e+02 0.00000000e+00 5.29000000e+02 0.00000000e+00 7.95032043e+02 3.44500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.41218581e-01 3.74864733e-01 7.52701056e-01 -1.08812514e-01 8.56385005e-01 -5.04742073e-01 -8.33811900e-01 -3.55079083e-01 -4.22701503e-01,4.04898528e-01 6.93505411e-01 3.82818380e+00
13135155_7753022950,7.96464172e+02 0.00000000e+00 4.94000000e+02 0.00000000e+00 7.96464172e+02 3.70500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.75775535e-01 3.46969291e-01 6.50338171e-01 -3.96354113e-02 8.63902933e-01 -5.02096361e-01 -7.36041072e-01 -3.65080858e-01 -5.70052197e-01,-2.90577648e-01 -9.61371126e-02 -3.99446382e-01
