image_id,camera_intrinsics,rotation_matrix,translation_vector
04692004_3962170930,1.08853967e+03 0.00000000e+00 5.14000000e+02 0.00000000e+00 1.08853967e+03 3.84500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,8.94383524e-01 -9.64745390e-02 -4.36773139e-01 3.62269690e-02 9.88879147e-01 -1.44241598e-01 4.45831491e-01 1.13184342e-01 8.87932197e-01,2.14784565e+00 6.17381588e-04 -3.35109470e-01
51492073_402128055,1.21295178e+03 0.00000000e+00 5.11500000e+02 0.00000000e+00 1.21295178e+03 3.83500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.00180397e-01 -2.17869730e-02 -4.34971931e-01 2.35873756e-02 9.99720985e-01 -1.25985370e-03 4.34878016e-01 -9.12575070e-03 9.00443131e-01,2.48491813e+00 -3.06737030e-01 -3.62499590e-01
65235481_5082884383,2.39038623e+03 0.00000000e+00 5.04500000e+02 0.00000000e+00 2.39038623e+03 3.78500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98066181e-01 1.75141206e-02 -5.96418748e-02 -4.29242771e-03 9.76614180e-01 2.14956549e-01 6.20118756e-02 -2.14284854e-01 9.74800764e-01,-3.10093582e-01 -9.85513513e-01 -2.11751582e+00
67494650_6905234882,1.12274438e+03 0.00000000e+00 5.32500000e+02 0.00000000e+00 1.12274438e+03 3.91500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.56030442e-01 6.81694525e-02 2.85234501e-01 -6.80411682e-02 9.97628602e-01 -1.03717029e-02 -2.85265129e-01 -9.49202494e-03 9.58401642e-01,-2.91471373e+00 -1.92310273e-02 3.96332597e-01
54870639_2216920778,1.61301538e+03 0.00000000e+00 3.86500000e+02 0.00000000e+00 1.61301538e+03 5.19500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.15997424e-01 1.19674986e-01 3.82918551e-01 -1.14154153e-01 9.92766349e-01 -3.71995257e-02 -3.84600504e-01 -9.63707315e-03 9.23032816e-01,-3.71593118e+00 4.83742594e-03 1.11873361e-01
49659818_12133076156,2.55947192e+03 0.00000000e+00 5.15500000e+02 0.00000000e+00 2.55947192e+03 3.85000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.69982532e-01 -2.43155736e-02 -2.41955864e-01 -5.91465925e-03 9.92334784e-01 -1.23436998e-01 2.43102662e-01 1.21162819e-01 9.62403588e-01,1.19475796e+00 8.50108571e-01 8.69055050e+00
23167381_2973226361,1.53146960e+03 0.00000000e+00 5.08000000e+02 0.00000000e+00 1.53146960e+03 3.81000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.95411595e-01 6.26439912e-02 -7.23290220e-02 -7.67326995e-02 9.74193975e-01 -2.12269149e-01 5.71651107e-02 2.16845173e-01 9.74530821e-01,-1.37390695e+00 5.86605769e-02 5.89593827e+00
65096159_2053816272,1.46371863e+03 0.00000000e+00 5.21000000e+02 0.00000000e+00 1.46371863e+03 3.89000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,8.48679107e-01 1.73228830e-01 4.99735476e-01 -1.37787233e-01 9.84630936e-01 -1.07315414e-01 -5.10645133e-01 2.22191809e-02 8.59504425e-01,-3.87203675e+00 6.88675032e-01 4.77225073e+00
33797050_227462369,1.15561401e+03 0.00000000e+00 3.89000000e+02 0.00000000e+00 1.15561401e+03 5.25000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.41720525e-01 -1.50454743e-03 -3.36392909e-01 -3.26836884e-02 9.94849767e-01 -9.59464306e-02 3.34804763e-01 1.01349284e-01 9.36821271e-01,2.14604502e+00 -1.85177341e-01 -6.41376400e-02
19198048_6509836461,8.01268433e+02 0.00000000e+00 5.32000000e+02 0.00000000e+00 8.01268433e+02 3.45500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.99195652e-01 1.48428573e-02 -3.72523676e-02 -2.33046266e-02 9.70929943e-01 -2.38226656e-01 3.26334749e-02 2.38903191e-01 9.70494885e-01,-3.30019979e-01 2.23006456e-02 4.77644694e-01
82618295_1916872032,1.26362061e+03 0.00000000e+00 5.20000000e+02 0.00000000e+00 1.26362061e+03 3.87000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.99374454e-01 9.16631359e-03 3.41566776e-02 -9.25890819e-03 9.99953875e-01 2.55368902e-03 -3.41316942e-02 -2.86834511e-03 9.99413228e-01,-1.04354009e+00 -6.32004967e-02 -2.42770763e-01
75577600_313705813,1.80398169e+03 0.00000000e+00 5.14500000e+02 0.00000000e+00 1.80398169e+03 3.84500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.76111535e-01 6.35612533e-02 2.07764865e-01 -4.61173765e-02 9.95073974e-01 -8.77551929e-02 -2.12319240e-01 7.60772855e-02 9.74234462e-01,-2.15719132e+00 6.03626428e-01 4.75421310e+00
66720928_3418295149,1.14133386e+03 0.00000000e+00 5.28000000e+02 0.00000000e+00 1.14133386e+03 3.90000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.92365348e-01 7.24926642e-03 -1.23119719e-01 -7.61288488e-03 9.99967938e-01 -2.48318600e-03 1.23097770e-01 3.40152398e-03 9.92388719e-01,1.44884585e-01 -3.50687467e-01 -1.89713342e+00
96070852_159305038,1.38864258e+03 0.00000000e+00 5.16500000e+02 0.00000000e+00 1.38864258e+03 3.85500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.88344830e-01 7.12215801e-03 -1.52065025e-01 -2.12900680e-02 9.95554779e-01 -9.17464762e-02 1.50735629e-01 9.39146302e-02 9.84103050e-01,1.61150089e-02 8.81805379e-01 6.37432566e+00
38480762_4900311641,8.10553894e+02 0.00000000e+00 5.13000000e+02 0.00000000e+00 8.10553894e+02 3.84000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98445034e-01 -2.95846926e-03 -5.56665204e-02 4.42949988e-03 9.99643730e-01 2.63209717e-02 5.55688183e-02 -2.65266183e-02 9.98102422e-01,-2.89963265e-01 -5.90179056e-01 -2.35015423e+00
21249390_5187843189,2.19907202e+03 0.00000000e+00 5.12500000e+02 0.00000000e+00 2.19907202e+03 3.84000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.78669357e-01 5.48152722e-02 -1.97993880e-01 -3.04420332e-03 9.67510804e-01 2.52811347e-01 2.05419141e-01 -2.46815985e-01 9.47040045e-01,8.93081440e-01 -1.26526091e+00 -2.30665999e+00
12644892_6035054052,1.28415918e+03 0.00000000e+00 5.22000000e+02 0.00000000e+00 1.28415918e+03 3.87500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.81418125e-01 -1.47386048e-03 -1.91875722e-01 -1.59582485e-03 9.99873222e-01 -1.58427811e-02 1.91874746e-01 1.58545926e-02 9.81291350e-01,3.76399288e-01 -2.13505960e-01 -8.81216458e-01
88113256_3990647614,1.64658948e+03 0.00000000e+00 5.19000000e+02 0.00000000e+00 1.64658948e+03 3.86500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.91944349e-01 3.00835260e-02 1.23050352e-01 -1.31543060e-02 9.90601847e-01 -1.36143105e-01 -1.25989570e-01 1.33427741e-01 9.83017633e-01,-1.89597083e+00 3.72736373e-01 5.24022353e+00
75856136_8729081709,1.20106445e+03 0.00000000e+00 5.14500000e+02 0.00000000e+00 1.20106445e+03 3.84500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.79355232e-01 -1.06845990e-02 -2.01864233e-01 -8.92844411e-03 9.95341302e-01 -9.59998750e-02 2.01949529e-01 9.58203134e-02 9.74697315e-01,5.93843277e-01 3.80646307e-01 2.90335995e+00
75294279_5121450680,1.39076489e+03 0.00000000e+00 4.02000000e+02 0.00000000e+00 1.39076489e+03 2.49000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.91366870e-01 7.56266055e-02 1.07109040e-01 -6.06767409e-02 9.88774475e-01 -1.36540730e-01 -1.16232797e-01 1.28862928e-01 9.84827032e-01,-8.35913039e-01 7.47572174e-01 9.02369730e+00
52736893_9377478482,1.32384875e+03 0.00000000e+00 5.25500000e+02 0.00000000e+00 1.32384875e+03 3.89000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97905347e-01 3.72202981e-02 5.29109512e-02 -3.45405830e-02 9.98117035e-01 -5.06885831e-02 -5.46979659e-02 4.87548330e-02 9.97311937e-01,-9.15664203e-01 3.60335765e-01 1.85751884e+00
19431740_4837182516,1.22150562e+03 0.00000000e+00 5.37000000e+02 0.00000000e+00 1.22150562e+03 2.91500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.85149456e-01 -5.29763585e-03 -1.71617264e-01 -1.13310172e-02 9.95339049e-01 -9.57694401e-02 1.71324716e-01 9.62918100e-02 9.80497695e-01,5.37316261e-01 3.70779916e-01 3.02510367e+00
84783330_3034605665,1.11818066e+03 0.00000000e+00 5.23000000e+02 0.00000000e+00 1.11818066e+03 3.88000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.82518386e-01 5.58738809e-02 1.77583026e-01 -2.15051185e-02 9.81576292e-01 -1.89856561e-01 -1.84919310e-01 1.82718618e-01 9.65618328e-01,-2.25839372e+00 2.67347665e-01 1.10510135e+01
26967595_8136197169,8.53845337e+02 0.00000000e+00 5.23500000e+02 0.00000000e+00 8.53845337e+02 3.42500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,7.35399982e-01 -1.27041016e-01 -6.65618094e-01 5.51090552e-02 9.90227661e-01 -1.28109994e-01 6.75388672e-01 5.75305029e-02 7.35214515e-01,-1.33079311e+00 4.20518155e-01 3.71379797e+00
41951369_2362913551,1.17383167e+03 0.00000000e+00 5.16500000e+02 0.00000000e+00 1.17383167e+03 3.42500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.99518128e-01 3.10025870e-02 -1.53358311e-03 -3.10398237e-02 9.98600661e-01 -4.28164602e-02 2.04016074e-04 4.28434303e-02 9.99081778e-01,-7.66576655e-01 2.15113261e-01 9.31450587e-01
52630012_12435805525,3.16617578e+03 0.00000000e+00 5.08500000e+02 0.00000000e+00 3.16617578e+03 3.81500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.57224030e-01 2.10022079e-02 -2.88584587e-01 7.08220326e-02 9.50018913e-01 3.04053127e-01 2.80546603e-01 -3.11485107e-01 9.07893514e-01,1.29071892e+00 -1.47604965e+00 -2.38557007e+00
40491406_7568803442,1.03581104e+03 0.00000000e+00 5.20000000e+02 0.00000000e+00 1.03581104e+03 3.43000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,8.81786423e-01 -5.15431057e-02 -4.68824075e-01 5.44746811e-02 9.98488346e-01 -7.31651042e-03 4.68492491e-01 -1.90874424e-02 8.83261261e-01,2.84423147e+00 -4.45516994e-01 -8.81309422e-01
30331971_8549387056,9.60694763e+02 0.00000000e+00 5.07500000e+02 0.00000000e+00 9.60694763e+02 3.80500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.76494023e-01 4.29232668e-02 2.11227406e-01 -5.78022942e-02 9.96224378e-01 6.47756384e-02 -2.07649509e-01 -7.54624524e-02 9.75288214e-01,-2.36568017e+00 -5.38751088e-01 -1.80649596e+00
67187884_3799133702,1.56418005e+03 0.00000000e+00 5.14000000e+02 0.00000000e+00 1.56418005e+03 2.87500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.37737427e-01 -2.40908447e-02 -3.46508514e-01 2.63143187e-02 9.99652251e-01 1.71266916e-03 3.46346756e-01 -1.07241694e-02 9.38045264e-01,1.74706918e+00 5.09681166e-01 2.73743986e+00
68122503_5083478858,1.12335083e+03 0.00000000e+00 5.12500000e+02 0.00000000e+00 1.12335083e+03 3.84000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.95963029e-01 8.29596578e-03 -8.93802042e-02 4.99559826e-04 9.95192495e-01 9.79369657e-02 8.97629901e-02 -9.75862478e-02 9.91170787e-01,-2.36951660e-01 -7.28572046e-01 -2.27807150e+00
09870003_7184351941,8.49339111e+02 0.00000000e+00 5.22000000e+02 0.00000000e+00 8.49339111e+02 3.87500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.92582459e-01 -4.97848832e-03 -1.21471303e-01 -1.19268434e-02 9.90353759e-01 -1.38047751e-01 1.20986831e-01 1.38472545e-01 9.82948392e-01,-2.08312470e-01 4.20342664e-01 4.45216395e+00
08455944_11844596793,1.50952625e+03 0.00000000e+00 4.92500000e+02 0.00000000e+00 1.50952625e+03 3.27500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.87491236e-01 9.36583539e-03 -1.57395487e-01 -3.84927836e-02 9.82350314e-01 -1.83046895e-01 1.52903119e-01 1.86815795e-01 9.70422843e-01,3.41039352e-01 2.15061977e-01 6.33351550e+00
93110830_1932760362,9.26361389e+02 0.00000000e+00 4.11000000e+02 0.00000000e+00 9.26361389e+02 3.04000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98435853e-01 3.38107995e-03 -5.58069582e-02 4.23932513e-03 9.90717852e-01 1.35868191e-01 5.57483310e-02 -1.35892257e-01 9.89153890e-01,-3.85863222e-01 -3.79548839e-01 -1.17215864e+00
27541834_311888773,1.13288843e+03 0.00000000e+00 3.86500000e+02 0.00000000e+00 1.13288843e+03 5.19000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.40659387e-01 -2.31589975e-02 -3.38561040e-01 8.10312224e-02 9.84137856e-01 1.57818318e-01 3.29535822e-01 -1.75887297e-01 9.27615114e-01,1.70018566e+00 -1.58556687e+00 -3.18431288e+00
28328506_5139506977,4.51362457e+02 0.00000000e+00 1.82000000e+02 0.00000000e+00 4.51362457e+02 2.42500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97918873e-01 2.27942774e-02 -6.03186849e-02 -3.94101482e-02 9.55990268e-01 -2.90739485e-01 5.10368793e-02 2.92511587e-01 9.54899057e-01,-7.54109348e-02 1.46524919e-01 -1.45825333e-01
01069771_8567470929,1.10426208e+03 0.00000000e+00 5.29000000e+02 0.00000000e+00 1.10426208e+03 3.45500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.71754893e-01 4.69741308e-02 2.31270098e-01 -2.94819317e-02 9.96476479e-01 -7.85203330e-02 -2.34143637e-01 6.94842287e-02 9.69715783e-01,-2.15135241e+00 3.84866456e-01 3.27001535e+00
60863296_2846812457,1.85907471e+03 0.00000000e+00 3.41500000e+02 0.00000000e+00 1.85907471e+03 5.13000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.34727572e-01 -2.86071638e-03 -3.55353602e-01 1.00927093e-01 9.60927444e-01 2.57744387e-01 3.40731695e-01 -2.76785591e-01 8.98494101e-01,1.98760768e+00 -1.70054690e+00 -2.81740602e+00
75037828_1434507967,8.42981812e+02 0.00000000e+00 5.37500000e+02 0.00000000e+00 8.42981812e+02 3.93500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.96805091e-01 1.39385878e-03 -7.98603007e-02 -1.84947021e-02 9.76702100e-01 -2.13801203e-01 7.77017147e-02 2.14595120e-01 9.73607404e-01,-1.85661271e-01 1.89252216e-02 -5.34691681e-02
37156468_2594595121,1.64573267e+03 0.00000000e+00 5.08000000e+02 0.00000000e+00 1.64573267e+03 3.80500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.90903575e-01 5.51138528e-02 1.22770390e-01 -3.31711353e-02 9.84172287e-01 -1.74082123e-01 -1.30421551e-01 1.68426164e-01 9.77048026e-01,9.09318343e-02 1.38103364e-01 2.74389142e+00
76173312_1901163610,1.43303040e+03 0.00000000e+00 5.20500000e+02 0.00000000e+00 1.43303040e+03 3.87000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.92434715e-01 -8.49532138e-03 -1.22479248e-01 6.92726403e-03 9.99888579e-01 -1.32227912e-02 1.22577933e-01 1.22743109e-02 9.92382986e-01,-6.35460912e-02 1.42264413e+00 6.30201469e+00
45032875_5439368774,1.20843726e+03 0.00000000e+00 5.19500000e+02 0.00000000e+00 1.20843726e+03 3.86500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.96084341e-01 4.71411911e-02 7.47909947e-02 -4.18837027e-02 9.96641166e-01 -7.03714564e-02 -7.78571784e-02 6.69633820e-02 9.94713107e-01,-4.96416126e-01 -4.00034909e-02 -3.24716540e-01
99778055_7859904484,1.09994470e+03 0.00000000e+00 5.37500000e+02 0.00000000e+00 1.09994470e+03 3.83500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.89864657e-01 -2.40722190e-03 -1.41993542e-01 -1.81987057e-02 9.89462498e-01 -1.43641120e-01 1.40843061e-01 1.44769366e-01 9.79390148e-01,5.92492424e-02 1.51963456e-01 1.40223204e+00
71298066_8891413249,2.36914990e+03 0.00000000e+00 4.81500000e+02 0.00000000e+00 2.36914990e+03 3.61000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.89427949e-01 5.66783980e-02 1.33491174e-01 -4.04050335e-02 9.91755785e-01 -1.21605491e-01 -1.39283048e-01 1.14926156e-01 9.83560985e-01,-2.03427471e+00 5.82545437e-01 5.71325532e+00
94354873_8462500248,1.19635657e+03 0.00000000e+00 5.13500000e+02 0.00000000e+00 1.19635657e+03 2.87500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.87223611e-01 -3.38793836e-02 -1.55697556e-01 -8.05854549e-03 9.65268304e-01 -2.61136287e-01 1.59137052e-01 2.59054604e-01 9.52662643e-01,-2.75324502e-01 -4.21025867e-02 1.58735342e+00
69582637_6068650246,1.24933276e+03 0.00000000e+00 5.37000000e+02 0.00000000e+00 1.24933276e+03 4.30500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97299768e-01 1.64831280e-02 -7.15645110e-02 -2.02160090e-02 9.98455221e-01 -5.17540870e-02 7.06008904e-02 5.30610878e-02 9.96092383e-01,3.34545749e-01 -1.70490229e-01 -5.74349599e-01
82089809_2789175595,2.06972632e+03 0.00000000e+00 5.15000000e+02 0.00000000e+00 2.06972632e+03 4.58500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.99428262e-01 1.90770597e-02 -2.79144066e-02 -2.18665871e-02 9.94409413e-01 -1.03304270e-01 2.57876069e-02 1.03855600e-01 9.94258022e-01,-6.44398260e-01 4.09678000e-01 3.06570565e+00
07361860_4676095706,8.25884155e+02 0.00000000e+00 5.32000000e+02 0.00000000e+00 8.25884155e+02 3.96000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.89621124e-01 -2.32345028e-03 -1.43682400e-01 3.26607185e-03 9.99974664e-01 6.32493806e-03 1.43664064e-01 -6.72856935e-03 9.89603639e-01,7.50205219e-01 -7.93443383e-01 -3.28546019e+00
76602992_5007474555,1.19795325e+03 0.00000000e+00 5.25000000e+02 0.00000000e+00 1.19795325e+03 3.89000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.22752208e-01 -5.45293499e-02 -3.81516595e-01 4.91290334e-02 9.98506715e-01 -2.38888637e-02 3.82249526e-01 3.29996022e-03 9.24053251e-01,2.38903578e+00 -2.12077285e-01 -7.87402275e-01
39658358_2981688579,1.28684583e+03 0.00000000e+00 5.14500000e+02 0.00000000e+00 1.28684583e+03 3.29000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.33235760e-01 5.59215137e-02 3.54885616e-01 -1.05248779e-01 9.87027809e-01 1.21238599e-01 -3.43502126e-01 -1.50495474e-01 9.27015319e-01,-3.46334470e+00 -1.15289133e-01 2.39367481e-01
96174448_2036661198,1.17680090e+03 0.00000000e+00 5.27000000e+02 0.00000000e+00 1.17680090e+03 3.89500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97399903e-01 1.45233876e-02 -7.05868601e-02 -4.71708942e-04 9.80776970e-01 1.95131524e-01 7.20639376e-02 -1.94590867e-01 9.78233706e-01,-1.94968982e-01 -1.18301057e+00 -2.43937522e+00
72396943_4654565284,1.24658447e+03 0.00000000e+00 3.80500000e+02 0.00000000e+00 1.24658447e+03 5.05000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.99770410e-01 2.05402950e-02 6.10112818e-03 -1.89303460e-02 9.80100739e-01 -1.97596009e-01 -1.00384005e-02 1.97435146e-01 9.80264553e-01,2.59439731e-01 5.98838380e-02 6.54434814e-01
87789955_4151176666,1.54209668e+03 0.00000000e+00 4.95500000e+02 0.00000000e+00 1.54209668e+03 3.29500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.43874409e-01 1.08694243e-01 3.11908099e-01 -1.37139316e-01 9.88026004e-01 7.06924635e-02 -3.00489448e-01 -1.09499670e-01 9.47478714e-01,-3.02171535e+00 1.56970789e-01 4.41788097e-01
70007016_4932338633,1.29291687e+03 0.00000000e+00 5.15500000e+02 0.00000000e+00 1.29291687e+03 3.42000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.12301771e-01 -6.08434134e-02 -4.04973528e-01 6.31599399e-02 9.97974075e-01 -7.65290584e-03 4.04618711e-01 -1.85963441e-02 9.14296382e-01,2.10984543e+00 1.66594733e-01 1.03573076e+00
62661350_182339698,1.06631763e+03 0.00000000e+00 5.22500000e+02 0.00000000e+00 1.06631763e+03 3.88000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.12435740e-01 1.02872470e-01 3.96078622e-01 -1.64458769e-01 9.78466694e-01 1.24724663e-01 -3.74719006e-01 -1.78941842e-01 9.09706262e-01,-3.90881649e+00 -9.60096283e-01 -2.32302241e+00
66531492_8648763289,1.11389453e+03 0.00000000e+00 5.17500000e+02 0.00000000e+00 1.11389453e+03 3.86500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.93980648e-01 2.11936133e-03 -1.09535291e-01 -2.52135129e-03 9.99990585e-01 -3.53158343e-03 1.09526775e-01 3.78650253e-03 9.93976633e-01,6.96401562e-02 -3.86445072e-01 -1.63182823e+00
42723789_7775854318,1.08882202e+03 0.00000000e+00 5.24000000e+02 0.00000000e+00 1.08882202e+03 3.88500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.90402465e-01 -3.88276953e-03 -1.38158899e-01 -2.09489331e-03 9.99068788e-01 -4.30948811e-02 1.38197572e-01 4.29707047e-02 9.89472056e-01,3.57831482e-01 -2.83248731e-01 -1.97948837e+00
95215027_2335003350,1.14627002e+03 0.00000000e+00 5.25500000e+02 0.00000000e+00 1.14627002e+03 3.89000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.78060339e-01 -3.31164485e-03 -2.08295477e-01 2.20112887e-03 9.99982104e-01 -5.56300478e-03 2.08310172e-01 4.98246916e-03 9.78050125e-01,1.10721824e+00 -3.30848590e-01 -1.41459194e+00
04705241_3760208106,1.80953577e+03 0.00000000e+00 3.82500000e+02 0.00000000e+00 1.80953577e+03 5.10500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.87138661e-01 -2.60244125e-02 -1.57733936e-01 6.18032274e-03 9.92135757e-01 -1.25013774e-01 1.59746888e-01 1.22431083e-01 9.79536401e-01,1.77899996e-01 5.61408808e-01 5.27756885e+00
76041859_6025111497,7.75403931e+02 0.00000000e+00 5.19000000e+02 0.00000000e+00 7.75403931e+02 3.86500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97726656e-01 1.18863945e-02 -6.63342588e-02 -2.07001591e-02 9.90790824e-01 -1.33809740e-01 6.41328596e-02 1.34878674e-01 9.88784466e-01,1.77083320e-02 7.00078901e-01 7.66918670e+00
76144572_5654283700,1.66037451e+03 0.00000000e+00 5.11500000e+02 0.00000000e+00 1.66037451e+03 3.41000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.73996101e-01 6.75431947e-03 -2.26464067e-01 -4.67338603e-03 9.99941803e-01 9.72369103e-03 2.26516565e-01 -8.41248315e-03 9.73970983e-01,1.06052610e+00 1.09366433e-01 7.21048531e-01
57632785_415093926,7.47751465e+02 0.00000000e+00 3.02500000e+02 0.00000000e+00 7.47751465e+02 2.25500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97566996e-01 3.05825193e-02 -6.26482134e-02 -4.38872087e-02 9.73715864e-01 -2.23497941e-01 5.41664291e-02 2.25703625e-01 9.72688990e-01,-1.01303724e+00 -7.64439024e-03 5.40679202e+00
91713199_4090537911,1.19462598e+03 0.00000000e+00 3.43500000e+02 0.00000000e+00 1.19462598e+03 5.21500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98691125e-01 3.72391088e-02 3.50611601e-02 -3.00189736e-02 9.81769899e-01 -1.87687844e-01 -4.14113197e-02 1.86389684e-01 9.81602765e-01,-3.02226110e-01 1.26158985e-02 7.86251240e-02
53208747_4264002612,8.06942688e+02 0.00000000e+00 5.30000000e+02 0.00000000e+00 8.06942688e+02 3.47500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.93925275e-01 -1.54068597e-02 -1.08973280e-01 2.97700839e-02 9.90877655e-01 1.31435208e-01 1.05954184e-01 -1.33880919e-01 9.85317010e-01,1.32887954e-01 -5.08679539e-01 -1.44813480e+00
94045317_3752214176,8.40385559e+02 0.00000000e+00 5.36000000e+02 0.00000000e+00 8.40385559e+02 3.47500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98982653e-01 3.08668529e-02 3.28769871e-02 -3.26389359e-02 9.97963631e-01 5.48022908e-02 -3.11184631e-02 -5.58196077e-02 9.97955817e-01,-1.11087540e+00 -6.83203459e-01 -2.44648280e+00
70714847_7062225869,1.17504785e+03 0.00000000e+00 3.59500000e+02 0.00000000e+00 1.17504785e+03 4.80000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.92144364e-01 -6.01187045e-03 -1.24953662e-01 1.20569601e-02 9.98789945e-01 4.76788690e-02 1.24515822e-01 -4.88108824e-02 9.91016301e-01,3.58707620e-01 -8.21451795e-01 -2.72639835e+00
48127186_5425905321,1.01318127e+03 0.00000000e+00 5.30000000e+02 0.00000000e+00 1.01318127e+03 3.91000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.99740236e-01 1.69479994e-02 1.52389536e-02 -1.72760262e-02 9.99616163e-01 2.16579418e-02 -1.48660455e-02 -2.19155844e-02 9.99649292e-01,-9.96628428e-01 -5.73615163e-01 -2.14517050e+00
04684290_2698969364,8.99677673e+02 0.00000000e+00 4.01500000e+02 0.00000000e+00 8.99677673e+02 3.00000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.93701322e-01 1.11871965e-01 6.50740141e-03 -1.07784101e-01 9.70052482e-01 -2.17671244e-01 -3.06638307e-02 2.15598809e-01 9.76000452e-01,-6.35808070e-01 1.11407229e-01 8.04319259e+00
64259414_6696538761,8.46187378e+02 0.00000000e+00 5.35500000e+02 0.00000000e+00 8.46187378e+02 3.47500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.94523209e-01 4.17652486e-03 -1.04432478e-01 4.03534532e-04 9.99040364e-01 4.37971161e-02 1.04515181e-01 -4.35993905e-02 9.93567144e-01,-1.57665932e-01 -6.54861461e-01 -2.45295186e+00
